time,BIClong,BICshort,TRIlong,TRIlat,TRImed,BRA,BRD,DELT1,DELT2,DELT3,ECRL,ECRB,FCR,FCU
0.0,1.0755322522206052,1.2528446665659057,1.4192117620157785,0.825722739461574,0.7813152907661569,0.9256173823745371,0.9597838607731791,0.956683711733515,0.6304317313543453,1.0033159677622467,0.9550404157782404,1.0251632198468947,0.9154335006820088,0.7982116306701073
0.01,1.0755331422596084,1.2528454712256543,1.4192112797075627,0.8257223934711183,0.7813149455255503,0.925539921079269,0.959693358987342,0.9566843562357067,0.6308771120224421,1.0034565871409837,0.9550408567917098,1.0251632504536974,0.9154338801872334,0.7982120000071508
0.02,1.0755295785523435,1.2528422147801062,1.4192132479718227,0.8257236641114636,0.7813162134121014,0.9255198223991394,0.9596708276443301,0.9566813488665726,0.6313394210441722,1.0036103240940975,0.955039237175935,1.0251631380527284,0.9154324864625203,0.7982106436230679
0.03,1.0755191222178504,1.252832667926777,1.4192190144535,0.8257274186882663,0.7813199598518931,0.9254976201623967,0.9596443645292723,0.9566726232216624,0.6318227214609464,1.003770498532544,0.9550344513249608,1.025162805949374,0.9154283681501918,0.7982066356195628
0.04,1.0754993342082588,1.2528146011352352,1.4192299266190689,0.8257345244525739,0.7813270502167985,0.9254725471842815,0.9596125288253535,0.9566561129510976,0.6323252271004635,1.0039411292785494,0.955025393414073,1.025162177533576,0.9154205738420347,0.7981990499634514
0.05,1.0754677751576174,1.2527857844395842,1.4192473315924796,0.8257458485514444,0.7813383497754488,0.9254438486244733,0.9595738135219526,0.9566297518101058,0.6328387576412932,1.0041214742453095,0.9550109572019991,1.0251611763562756,0.9154081520335637,0.7981869603647243
0.06,1.0753987545101633,1.252743987168402,1.4192725759411358,0.8257622579638465,0.7813547236296052,0.9254140345220929,0.9595306877142343,0.9565914737251605,0.6334978531547787,1.0042140462001439,0.9549900357743434,1.025159726228638,0.9153901510648462,0.7981694401183645
0.07,1.0736679438288714,1.2526869776116014,1.4193070054118424,0.8257846194218565,0.7813770366359235,0.9256386282366115,0.9597565660331724,0.9565392128758982,0.6335053883987741,1.004244559554618,0.9549615212283066,1.0251577513439922,0.9153656190477196,0.7981455619100047
0.08,1.0729989094491925,1.2526125226234925,1.4193519646163633,0.825813799317101,0.7814061533130657,0.925695555034026,0.9597971963519643,0.9563773841465407,0.6335152370848324,1.0042844398984974,0.9549243042987962,1.025155176422505,0.9153336037796834,0.7981143975855383
0.09,1.072808725212519,1.2525183871610015,1.4194087966663258,0.8258506635924177,0.7814429377341511,0.9256571546579911,0.9597348274570872,0.9561535106261096,0.6335276965322034,1.0043348902214655,0.9548772739260676,1.0251519268786595,0.9152931526444729,0.7980750178846713
0.1,1.0726009801279501,1.252402333755658,1.4194788427570797,0.82589607761868,0.7814882534044523,0.9256109689073404,0.9596533092163155,0.9559165359557721,0.6335430637853509,1.0043971119672928,0.9548193167650246,1.0251479290114465,0.9152433124994718,0.7980264921387801
0.11,1.0723712847224303,1.2522622287877865,1.4195633779461632,0.8259508585980739,0.7815429157684245,0.9255552033502918,0.9595551316321609,0.955664605090314,0.6335616239141941,1.004472257563367,0.9547493772407858,1.025143114384779,0.9151831816487144,0.7979679386688493
0.12,1.0721176276717113,1.2520963626207546,1.419663419501006,0.8260156330834036,0.7816075500379775,0.9254891840706301,0.9594392356297243,0.95539563371333,0.6335836150587948,1.0045612888143418,0.9546666389479491,1.0251374324907898,0.9151120660446492,0.7978986767385674
0.13,1.0718381165164501,1.2519031286936124,1.4197799178862416,0.8260909792974647,0.7816827332040077,0.9254122959034504,0.9593046063779439,0.9551076014379146,0.6336092632817243,1.0046651179496202,0.9545703426190761,1.025130838333751,0.9150293229444304,0.7978180742132033
0.14,1.0715308491185658,1.2516809161344808,1.419913820090909,0.8261774744823515,0.781769041283711,0.9253239340842065,0.959150201774281,0.9547984894170873,0.6336387941351938,1.0047846543709613,0.9544597250933399,1.025123288429945,0.9149343087160292,0.7977254965618672
0.15,1.071193925169414,1.2514281091660713,1.4200660691458857,0.8262756947737449,0.7818670491957449,0.9252235000165694,0.9589749645381566,0.9544662996416433,0.6336724325875747,1.0049208042672244,0.9543340188272897,1.0251147409996848,0.9148263787295111,0.797620306557816
0.16,1.0708255314272335,1.2511431617192295,1.42023755947633,0.8263861768201892,0.7819772924630589,0.9251104349708201,0.9587778964600125,0.9541091015885124,0.6337103969584686,1.0050744459864827,0.9541925003948754,1.0251051594806766,0.9147049292967545,0.7975019049680007
0.17,1.070424199179526,1.250824822778953,1.4204290041092469,0.8265093029735661,0.7821001526517171,0.9249843352302345,0.9585582670546804,0.953725165094747,0.6337528808927906,1.0052463570358043,0.954034637285998,1.0250945225594876,0.9145695237804462,0.797369853417904
0.18,1.0699885637958695,1.2504719104875732,1.4206410668195515,0.8266454160415744,0.7822359718753163,0.9248448321805737,0.9583154099653225,0.9533128398853836,0.6338000712643818,1.005437286514256,0.9538599409234044,1.0250828142201982,0.914419766456067,0.7972237514191954
0.19,1.0695172775796664,1.2500832364185137,1.420874405816022,0.8267948574583857,0.782385090883482,0.9246915510329365,0.9580486536195423,0.9528705123252678,0.6338521540842307,1.0056479789834571,0.953667917368465,1.0250700205474301,0.9142552604033107,0.797063195197225
0.2,1.0690090069001228,1.2496576050180461,1.421129673244781,0.8269579671886556,0.7825478489664833,0.9245241103954738,0.9577573207313301,0.9523966014913454,0.633909314414164,1.0058791740820188,0.9534580669707517,1.025056129868483,0.9140756074360503,0.7968877774803511
0.21,1.068462520491736,1.2491938940946357,1.4214074678636281,0.827135039937305,0.7827245402596957,0.9243421686476776,0.9574408074583644,0.9518895882766611,0.6339717310422436,1.0061315849632182,0.9532299403381135,1.0250411365877061,0.9138804561993881,0.796697134351786
0.22,1.0678769502046748,1.248691297913944,1.4217081939697958,0.8273261941063128,0.7829152829823296,0.9241455594324428,0.9570988181149561,0.951348115810929,0.6340395607103918,1.0064058345186788,0.9529833074778021,1.0250250521980615,0.9136696467195118,0.7964910865515535
0.23,1.0672515241261833,1.2481490843402,1.4220322021280316,0.8275315030276333,0.7831201503868354,0.9239341571632343,0.9567311309123273,0.9507708782225275,0.6341129537593161,1.0067025186658747,0.9527179894853534,1.0250078939618916,0.9134430660699877,0.7962694986999078
0.24,1.066585466330237,1.247566513535326,1.4223798357724133,0.8277510386517578,0.7833392143532885,0.9237078295198018,0.9563375167554811,0.9501565846284408,0.6341920592739329,1.0070222271233271,0.952433802249227,1.0249896812176573,0.9132006002276187,0.7960322322603003
0.25,1.0658780012795663,1.2469428376270986,1.4227514307894753,0.8279848715151888,0.7835725453569561,0.9234664392422883,0.9559177407451672,0.9495039599860212,0.6342770249853189,1.0073655429526533,0.9521305563673669,1.0249704354205826,0.9129421340705739,0.79577914549859
0.26,1.0651284370333536,1.2462773771358027,1.4231472713071849,0.8282330270230394,0.7838201688445918,0.9232098893604546,0.9554716405539831,0.9488117714286542,0.6343679934058702,1.0077330268538203,0.9518081138811546,1.0249501837330162,0.9126675997274256,0.79551014083574
0.27,1.0643364263258874,1.2455697515796682,1.4235674582063547,0.8284953545461943,0.7840819346112089,0.9229382620146342,0.9549993656015904,0.9480789067945503,0.6344650904611888,1.008125171143747,0.9514665593611137,1.0249289694330033,0.9123771217861943,0.7952253074253813
0.28,1.063501708606579,1.2448196502359687,1.4240120405907988,0.8287716587945929,0.784357647890176,0.9226516802375758,0.9545011389805802,0.9473043003705569,0.6345684367089737,1.008542444946413,0.9511060307541699,1.0249068407647397,0.9120708725573998,0.7949247797892819
0.29,1.062622047008504,1.2440267555830975,1.4244810593037711,0.8290617435851806,0.7846471130268597,0.9223489576529447,0.9539801964369011,0.9464870828055416,0.6346781509980507,1.0089853087525358,0.9507266629327996,1.0248838472512976,0.9117490238259884,0.7946086906653435
0.3,1.0617007603009252,1.243190743376337,1.424974546584969,0.8293654118832038,0.7849501335195045,0.9220328339206006,0.9534308938106606,0.9456259293644165,0.6347943503546966,1.0094542136867368,0.9503285878929796,1.0248600396219334,0.9114117469150859,0.7942771711451649
0.31,1.0607360437414488,1.2423113591385153,1.4254924837094545,0.8296824229778413,0.7852664692856929,0.9217021517675965,0.9528563784457728,0.9447200213986632,0.6349171465949164,1.009949587567941,0.9499119913498869,1.0248354730421563,0.9110592604382728,0.7939303977473935
0.32,1.0597280761486554,1.2413886465694337,1.4260346749646222,0.8300123641566748,0.7855957086086234,0.9213572506399363,0.9522572521455005,0.9437685256909506,0.6350466364249804,1.010471794871005,0.9494772830190468,1.0248102165996815,0.9106919736223169,0.7935687339037094
0.33,1.0586748175333152,1.2404227223311939,1.4266008739926477,0.8303547797745177,0.7859373969288399,0.9209977385283702,0.951636537527768,0.9427708648027583,0.635182911172215,1.0110211763188166,0.9490249292603983,1.0247843426712497,0.9103103436622381,0.7931925902939553
0.34,1.0575925827600445,1.2394137013724402,1.427190825624753,0.8307092142812436,0.7862910797796534,0.9206293416225627,0.9509786853570814,0.9417249278600798,0.6353260599346847,1.0115980627608256,0.9485553973140276,1.0247579233681667,0.9099148281846835,0.792802378313299
0.35,1.0564683965084474,1.2383616973726088,1.4278042656124832,0.8310752123278817,0.7866563028924699,0.9202479907044002,0.9502978341777362,0.9406311601294751,0.6354761694496891,1.0122027319058593,0.9480691557132703,1.024731030371155,0.9095058853489698,0.7923985103380001
0.36,1.055302640970844,1.237266893712381,1.4284408810857707,0.8314522794987834,0.7870325730113845,0.9198541151971243,0.9495947551920625,0.9394889296936005,0.6356333205944361,1.0128375477612614,0.9475667272213848,1.024703737598362,0.9090840180206957,0.7919814435796774
0.37,1.054096016544546,1.2361297564041835,1.4291001929081868,0.8318397645506949,0.7874192403793521,0.9194482952092263,0.9488705165937508,0.9382977228893775,0.6357988246074008,1.0134988056975511,0.947048847789497,1.0246761291548627,0.9086499062993592,0.7915518117077539
0.38,1.0528493100790095,1.2349508246273242,1.4297816739736202,0.8322369780888946,0.7878156171611478,0.9190311565001815,0.9481262651988402,0.9370570658927151,0.635970267126041,1.01418867286048,0.9465163110664341,1.0246482900016634,0.9082042757350122,0.7911102953430026
0.39,1.0515633056238474,1.23373064102659,1.4304847883764626,0.8326432321450647,0.7882210169367938,0.9186033275297606,0.9473631537025606,0.935766493680294,0.6361489318441818,1.0149073707895833,0.9459699166175292,1.0246203028211904,0.907747853402385,0.7906575789138792
0.4,1.0502387688871924,1.232469752295793,1.4312089912039219,0.8330578403164052,0.7886347548398653,0.9181654419337796,0.9465823411728146,0.9344255224692044,0.6363348718223731,1.015655109729063,0.9454104704191812,1.024592247814735,0.9072813679923708,0.7901943509478206
0.41,1.048876515599198,1.2311687744599007,1.4319536925702412,0.8334800849299248,0.7890561147900519,0.9177181772786324,0.9457850558443799,0.9330336663398178,0.6365281327714619,1.0164320684978994,0.944838830025893,1.024564204681959,0.9068055870666102,0.7897213413172641
0.42,1.047477608379039,1.2298285884590994,1.432718150677861,0.8339091185027278,0.7894842511582664,0.9172623639592129,0.9449727834398967,0.9315905041157857,0.6367287402283349,1.017238338852074,0.9442560400075327,1.0245362585956739,0.9063214288323913,0.789239432955014
0.43,1.0460399764918644,1.2284501480794587,1.4335015797843311,0.8343440631900901,0.7899182880043579,0.9167988815085443,0.9441470821859379,0.9300955806857562,0.6369367122531155,1.0180739810361104,0.9436631998286681,1.0245084928931347,0.9058298509978816,0.7887495520875162
0.44,1.0445711584945385,1.2270344160103004,1.43430318593096,0.834784043946556,0.7903573521681994,0.916328619436822,0.9433095211540299,0.9285483619798438,0.6371520635414468,1.0189390436674282,0.9430614198033576,1.0244809866357767,0.9053318136938602,0.788252631617811
0.45,1.0430688244422226,1.2255823643575119,1.4351221667835445,0.8352281886479661,0.7908005733912079,0.9158524807383969,0.9424616806575966,0.9269482583753583,0.637374805271324,1.0198335633136895,0.9424518214799281,1.0244538144469286,0.9048282795088434,0.7877496113181175
0.46,1.0415340080415385,1.224095030376093,1.4359576811366583,0.835675604356803,0.7912470606306989,0.9153714099003997,0.9416051982952389,0.9252946767545212,0.6376049396363301,1.0207575428636975,0.9418355708640173,1.0244270477828608,0.9043202406026949,0.787241465100421
0.47,1.039967978546447,1.2225736834281224,1.4368087583968,0.8361253060724347,0.7916958309569849,0.9148864640270529,0.9407419070266245,0.9235871806004708,0.637842443866801,1.0217108877216396,0.941213978055567,1.024400758774741,0.9038088001266972,0.786729282884749
0.48,1.0384184001010617,1.2210196608366395,1.4376743904974092,0.8365762886630163,0.792145881334759,0.9143844836058816,0.9398736994738759,0.9218217066141309,0.6380872847479082,1.0226934958602003,0.9405883999579276,1.0243750154246263,0.9032950911610557,0.7862141900329178
0.49,1.036857724821987,1.2194343131253327,1.4385535622693764,0.837027550822681,0.792596212530506,0.9138756277173522,0.9390024825458555,0.9200005065130249,0.6383394233325227,1.0237051756040099,0.9399602076990433,1.0243498800535173,0.90278024962242,0.7856973203694138
0.5,1.0352713349944274,1.217819004280854,1.4394452513195104,0.837478095119909,0.793045829160926,0.9133660266840388,0.9381301775153164,0.9181250451820766,0.6385988244738043,1.0247458018438622,0.9393307866996763,1.0243254092585827,0.9022654142151029,0.7851798161702747
0.51,1.0336609627683995,1.2161751576073294,1.4403484027657794,0.8379269170556864,0.7934937287738046,0.9128568257457441,0.9372587413401422,0.9161959301118752,0.6388654365207366,1.0258151783447456,0.9387015520648615,1.0243016544751398,0.901751738929971,0.7846628407565814
0.52,1.032028682422618,1.2145043933313189,1.4412618546129394,0.8383729722480998,0.7939388690999621,0.9123492294392199,0.936390230869787,0.9142145043023634,0.639139171627675,1.026912968024406,0.9380739950153708,1.0242786635907166,0.9012404307140209,0.7841476165283916
0.53,1.0303768131618634,1.2128083926071338,1.4421844146033556,0.8388152094709318,0.7943802010238467,0.9118444644192142,0.935526739231831,0.9121827479588441,0.6394199301354666,1.028038791070953,0.9374496370320036,1.0242564790621895,0.9007327117842612,0.7836353871703465
0.54,1.0287078915739392,1.2110888520094845,1.4431148855351883,0.8392525816001094,0.7948166795079039,0.9113437668401152,0.9346703743072254,0.9101032257310471,0.6397076085818053,1.029192257319219,0.9368300142471411,1.024235137404914,0.9002298069637333,0.7831274048330698
0.55,1.0270246354731611,1.2093474834998081,1.4440520652184203,0.8396840455445188,0.7952472635235851,0.9108483820934221,0.9338232583634164,0.9079789904496645,0.6400020996189116,1.0303729298846314,0.9362166770729269,1.024214669322883,0.8997329435527746,0.782624929871279
0.56,1.0253298759012,1.2075860330024992,1.4449947361363922,0.8401085636624169,0.7956709174657528,0.9103595627457275,0.9329875246164512,0.905813413882618,0.6403030541126012,1.0315804432608666,0.9356111875796076,1.024195099806431,0.8992433494423162,0.7821292287654241
0.5700000000000001,1.0236211624102642,1.205806336377772,1.445941635226433,0.8405251081646993,0.7960866155483466,0.9098785629078102,0.9321653077010477,0.9036098561461665,0.6406108142925985,1.032814226528683,0.9350151124240066,1.024176448145401,0.8987622477173557,0.7816415684362118
0.58,1.021912419528859,1.2040102635077718,1.4468914858428439,0.8409326564093507,0.7964933371093387,0.909406642996526,0.9313587519150028,0.9013711494378132,0.6409249723039391,1.0340737097758483,0.9344300286289559,1.024158728402153,0.8982908617192749,0.7811632211081133
0.59,1.0201998146221933,1.2021996994636674,1.4478430081951474,0.8413301892117536,0.7968900649254173,0.9089450709974293,0.9305700134788667,0.8990988478882528,0.641245370777569,1.0353583146223388,0.9338575250197074,1.0241419497574558,0.8978304166193447,0.7806954656287929
0.6,1.018484772012369,1.2003765442639436,1.4487949193270682,0.8417166906435015,0.797275785012184,0.9084951219385082,0.9298012597402483,0.8967925854934653,0.6415718487567816,1.0366674542567813,0.9332992014267038,1.024126116819383,0.8973821392403075,0.7802395869830079
0.61,1.0167677428724895,1.1985427541775426,1.4497459107508002,0.8420911706465967,0.797649509193789,0.9080580506189735,0.9290546226974018,0.8944496067398888,0.6419042205609851,1.0380004487515808,0.9327566346622935,1.024111229073502,0.8969472313249345,0.7797968487271085
0.62,1.0150481248876329,1.1967004661776954,1.4506945841774153,0.8424527331546664,0.798010343088426,0.9076350105566636,0.9283320607118849,0.892064753682156,0.6422422132302436,1.0393577380532284,0.9322312775992453,1.0240972787963956,0.8965267896158173,0.779368411003566
0.63,1.0133234623084102,1.1948518729084918,1.4516395234594257,0.8428005070374002,0.7983574171941029,0.9072271328375954,0.9276354933908849,0.8896297450034673,0.6425855329732605,1.040735236186647,0.9317245567033536,1.024084254506874,0.8961218851491061,0.7789554105518445
0.64,1.0115887650693836,1.1929991806858236,1.4525793179849782,0.8431336229521765,0.7986898637881199,0.9068355520998588,0.9269668460818249,0.8871331688998584,0.6429339172318933,1.042132593283717,0.9312379040801751,1.0240721423041308,0.8957335896043579,0.7785589871121806
0.65,1.009838660035544,1.1911446090128022,1.453512563057694,0.843451213056574,0.7990068166412276,0.9064614058772512,0.9263280488491319,0.8845613637804146,0.6432870873165225,1.0435494204268767,0.9307727564580164,1.0240609262815081,0.8953629751297242,0.7781802828430119
0.66,1.008069607809356,1.1892902554434162,1.4544379270828771,0.8437524238539109,0.7993074238385569,0.9061058183618567,0.9257210088548663,0.881899964722437,0.6436447607382911,1.0449847424724041,0.9303305347770674,1.0240505885221831,0.8950110987892834,0.7778204259795081
0.67,1.0062785283925768,1.187437690412771,1.4553543476762059,0.8440364552567371,0.799590886766263,0.905769852886006,0.9251475293657306,0.8791362540552782,0.6440070791532398,1.0464380594712908,0.9299125848099447,1.0240411083303278,0.8946789562181356,0.7774804828666132
0.68,1.004463156099838,1.185588359184609,1.4562608229087588,0.8443025206673791,0.7998564202736016,0.9054545575514616,0.9246093877801406,0.8762635390417439,0.644373197778437,1.047908981925886,0.9295202336034605,1.0240324642127925,0.8943675275017691,0.777161504268741
0.6900000000000001,1.0026238118598823,1.1837437159412258,1.4571563429709138,0.8445498334674365,0.800103239190651,0.9051609800062029,0.9241083609505859,0.8732843816547706,0.6447436822882399,1.0493971107564677,0.9291548076144942,1.0240246348237791,0.894077792372707,0.7768645404315611
0.7000000000000001,1.0007690837613394,1.1819052234678815,1.4580398898046965,0.8447776066628633,0.8003305579752444,0.9048901666882694,0.9236462239858705,0.870213295251369,0.6451181890844193,1.0509020372476656,0.9288176315273369,1.02401759945987,0.8938107300401607,0.7765906404266218
0.71,0.9989152122492811,1.1800747797750097,1.4589102416609472,0.8449851662864355,0.8005377038906829,0.9046430264735172,0.9232245176902871,0.867081246724396,0.6454975719428049,1.0524227176375285,0.9285098581784784,1.0240113351820217,0.8935671854684059,0.7763407143857493
0.72,0.997086077925035,1.178255998692831,1.4597654145700025,0.8451722919343216,0.8007244568664826,0.9044199222801271,0.9228438519459099,0.8639466718063853,0.6458786892121466,1.0539556270796762,0.9282319593782032,1.0240058077339125,0.8933474683364934,0.7761151207652571
0.73,0.9953132735918255,1.1764529279901186,1.4606032959936384,0.8453388744916889,0.800890707909092,0.9042210757080896,0.9225045964069443,0.8608881299731371,0.6462616282850018,1.0554966899644158,0.9279842292383284,1.0240009830627856,0.8931517531999139,0.7759140758110197
0.74,0.9936363381950751,1.1746696203752756,1.4614218492544087,0.8454848021649852,0.8010363453617313,0.9040467022319999,0.9222071112060246,0.8579945985618042,0.6466453928921476,1.0570419159318785,0.9277669524229806,1.0239968309728642,0.8929802129784881,0.7757377903331216
