time,elv_angle,shoulder_elv,shoulder_rot,elbow_flexion,pro_sup,deviation,flexion
0.0,0.6467716248617436,1.4037508640865193,1.0122909661567112,1.0332477238357576,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.01,0.6467701164367854,1.4037508640865193,1.0122909661567112,1.033245842432928,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.02,0.6467771550359616,1.4037508640865193,1.0122909661567112,1.0332527518388304,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.03,0.6467975770209726,1.4037508640865193,1.0122909661567112,1.033273168333872,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.04,0.6468362187535186,1.4037508640865193,1.0122909661567112,1.0333118081984598,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.05,0.6468979165952999,1.4037508640865193,1.0122909661567112,1.033373387713001,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.06,0.6469875069080172,1.4037508640865193,1.0122909661567112,1.0334626231579023,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.07,0.6471098260533704,1.4037508640865193,1.0122909661567112,1.033584230813571,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.08,0.6472697103930604,1.4037508640865193,1.0122909661567112,1.0337429269604137,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.09,0.647471996288787,1.4037508640865193,1.0122909661567112,1.033943427878838,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.1,0.6477215201022509,1.4037508640865193,1.0122909661567112,1.0341904498492502,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.11,0.6480229292777866,1.4037508640865193,1.0122909661567112,1.034488450969753,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.12,0.6483801155902646,1.4037508640865193,1.0122909661567112,1.034840856609229,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.13,0.6487967818971906,1.4037508640865193,1.0122909661567112,1.035250833954257,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.14,0.6492766310560691,1.4037508640865193,1.0122909661567112,1.0357215501914143,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.15,0.6498233659244054,1.4037508640865193,1.0122909661567112,1.0362561725072799,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.16,0.6504405920229438,1.4037508640865193,1.0122909661567112,1.0368576598368504,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.17,0.6511315255253868,1.4037508640865193,1.0122909661567112,1.0375281381088013,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.18,0.6518992852686756,1.4037508640865193,1.0122909661567112,1.0382695250002254,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.19,0.652746990089752,1.4037508640865193,1.0122909661567112,1.039083738188217,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.2,0.6536777588255575,1.4037508640865193,1.0122909661567112,1.0399726953498694,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.21,0.6546946250362132,1.4037508640865193,1.0122909661567112,1.0409380759222928,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.22,0.6558002811745582,1.4037508640865193,1.0122909661567112,1.0419806063826593,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.23,0.6569973344166107,1.4037508640865193,1.0122909661567112,1.0431007749681587,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.24,0.6582883919383891,1.4037508640865193,1.0122909661567112,1.0442990699159787,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.25,0.6596760609159116,1.4037508640865193,1.0122909661567112,1.0455759794633088,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.26,0.6611628870245376,1.4037508640865193,1.0122909661567112,1.0469317531244993,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.27,0.6627511699369881,1.4037508640865193,1.0122909661567112,1.0483656855225485,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.28,0.6644431478253258,1.4037508640865193,1.0122909661567112,1.0498768325576167,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.29,0.6662410588616121,1.4037508640865193,1.0122909661567112,1.0514642501298639,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.3,0.6681471412179097,1.4037508640865193,1.0122909661567112,1.0531269941394508,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.31,0.67016357937369,1.4037508640865193,1.0122909661567112,1.0548638855548687,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.32,0.6722923430380623,1.4037508640865193,1.0122909661567112,1.0566728056179358,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.33,0.6745353482275458,1.4037508640865193,1.0122909661567112,1.0585514006388006,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.34,0.6768945109586595,1.4037508640865193,1.0122909661567112,1.0604973169276126,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.35000000000000003,0.6793717472479222,1.4037508640865193,1.0122909661567112,1.0625082007945208,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.36,0.6819689175196273,1.4037508640865193,1.0122909661567112,1.0645814819860706,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.37,0.6846876598291667,1.4037508640865193,1.0122909661567112,1.0667137239943931,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.38,0.6875295566397057,1.4037508640865193,1.0122909661567112,1.0689012737480155,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.39,0.6904961904144106,1.4037508640865193,1.0122909661567112,1.0711404781754648,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
0.4,0.6935891436164473,1.4037508640865193,1.0122909661567112,1.0734276842052681,-0.014957471689591405,0.0012042771838760874,-0.005899212871740834
