time,pos,vel,acc,v_dip,F_pert,F_int
0.0,0.0,-1.0696107628441383e-196,0.02169885635375976,1.0696107628441383e-196,4.4326596821842035e-195,-1.0502046463661226e-12
0.01,1.084942817687988e-06,0.0002169885635375976,0.04285354614257811,2.2286563755725355e-192,9.235953493189265e-191,0.004312477110107843
0.02,6.455240249633787e-06,0.0008570709228515621,0.08435440063476564,4.155329981461659e-188,1.7220435989274294e-186,0.008462219235513942
0.03,2.0260977745056145e-05,0.00190407657623291,0.12424850463867185,6.932868782851497e-184,2.873105713138507e-182,0.012451286311455723
0.04,4.64915657043457e-05,0.0033420410156249987,0.16255645751953118,1.0350599414263098e-179,4.289474854202558e-178,0.016281738274086594
0.05,8.897779941558837e-05,0.005155205726623534,0.1992988586425781,1.3828118069782105e-175,5.730621229485312e-174,0.019955635059352102
0.06,0.0001513939189910888,0.00732801818847656,0.23449630737304683,1.6531250799018486e-171,6.850848127036141e-170,0.023475036602877416
0.07,0.00023725966930389407,0.009845131874084473,0.2681694030761718,1.768452535045837e-167,7.328785876378103e-166,0.026842002839796333
0.08,0.0003499423599243164,0.012691406249999995,0.3003387451171873,1.6928799396422556e-163,7.015599427288222e-162,0.030058593704492636
0.09,0.0004926589250564574,0.015851906776428216,0.33102493286132806,1.4501200824261748e-159,6.009558847934666e-158,0.03312686913021106
0.1,0.0006684779834747315,0.01931190490722656,0.3602485656738281,1.1115444459011644e-155,4.606440418756182e-154,0.03604888904847467
0.11,0.000880321898460388,0.023056878089904777,0.38803024291992216,7.6242083586658865e-152,3.159609287229536e-150,0.03882671338821714
0.12,0.0011309688377380367,0.027072509765624996,0.4143905639648442,4.6795892806584e-148,1.939306096584081e-146,0.04146240207449692
0.13,0.0014230548334121702,0.031344689369201664,0.4393501281738279,2.570193234675543e-144,1.0651343762169134e-142,0.0439580150266012
0.14,0.0017590758419036867,0.03585951232910156,0.46292953491210853,1.263190562333028e-140,5.234889242962044e-139,0.04631561215526494
0.15,0.002141389803886413,0.040603280067443834,0.48514938354492143,5.55542163777509e-137,2.302266802721742e-135,0.04853725335861218
0.16,0.0025722187042236323,0.045562499999999985,0.5060302734374993,2.1863024292031965e-133,9.060431109744328e-132,0.05062499851626417
0.17,0.0030536506319046018,0.05072388553619383,0.5255928039550781,7.6992514980336e-130,3.190708516019576e-128,0.052580907480829185
0.18,0.0035876418399810777,0.056074356079101544,0.5438575744628915,2.426229241494917e-126,1.0054731040583243e-124,0.054407040065675476
0.19,0.004176018805503844,0.06160103702545165,0.5608451843261717,6.841639973670847e-123,2.8352988512074e-121,0.056105456027455786
0.2,0.004820480289459228,0.06729125976562499,0.5765762329101549,1.7263691166447992e-119,7.154384609567036e-118,0.05767821504126012
0.21,0.0055225993967056245,0.07313256168365474,0.5910713195800783,3.8980926512618497e-116,1.6154398153886923e-114,0.05912737666547522
0.22,0.006283825635910032,0.07911268615722654,0.6043510437011728,7.876181473621137e-113,3.264031485140726e-111,0.06045500029234873
0.23,0.007105486979484556,0.08521958255767821,0.6164360046386728,1.4240470168259669e-109,5.901507367254281e-108,0.06166314507881324
0.24,0.007988791923522946,0.09144140624999998,0.6273468017578132,2.303976261899146e-106,9.548092670340866e-105,0.06275386985020652
0.25,0.008934831547737119,0.09776651859283446,0.6371040344238281,3.3356212323303845e-103,1.3823415269562901e-101,0.06372923296699058
0.26,0.009944581575393675,0.10418348693847655,0.6457283020019533,4.3213606859665617e-100,1.7908497137711675e-98,0.06459129214124944
0.27,0.011018904433250426,0.11068108463287354,0.6532402038574219,5.009672796274282e-97,2.076098651619108e-95,0.0653421041854208
0.28,0.01215855131149292,0.117248291015625,0.6596603393554679,5.196886874364773e-94,2.1536835380765313e-92,0.06598372467012667
0.29,0.013364164223670955,0.12387429141998285,0.6650093078613262,4.8241657710584544e-91,1.999221198623999e-89,0.06651820746079624
0.3,0.014636278066635127,0.13054847717285153,0.6693077087402362,4.00724817817926e-88,1.6606758320839434e-86,0.06694760409364524
0.31,0.015975322680473324,0.1372604455947876,0.6725761413574185,2.978621465512928e-85,1.2343943925507723e-83,0.06727396294004415
0.32,0.017381624908447264,0.1439999999999999,0.6748352050781232,1.9812051457923155e-82,8.21047102082047e-81,0.06749932809386117
0.33,0.018855410656929014,0.15075714969635007,0.6761054992675799,1.1792031679171148e-79,4.886830350913132e-78,0.06762573789841932
0.34,0.020396806955337524,0.15752210998535152,0.6764076232910146,6.280480691202319e-77,2.6027443357622213e-75,0.06765522300760599
0.35000000000000003,0.022005844016075134,0.16428530216217038,0.6757621765136737,2.9932444768769997e-74,1.2404544318807137e-72,0.06758980384870691
0.36,0.023682457294464103,0.17103735351562493,0.6741897583007805,1.2765462449790056e-71,5.2902375977555705e-70,0.0674314873219466
0.37,0.025426489548683158,0.177769097328186,0.6717109680175799,4.871648805002155e-69,2.0188990232553032e-67,0.06718226253273
0.38,0.027237692899703972,0.18447157287597654,0.6683464050292951,1.6636442006338197e-66,6.894441258276381e-65,0.06684409530644082
0.39,0.029115730891227716,0.1911360254287719,0.6641166687011708,5.083817897982732e-64,2.106825717425792e-62,0.06641892118167644
0.4,0.031060180549621577,0.19775390624999997,0.659042358398441,1.390159329571396e-61,5.761070686702953e-60,0.06590863651544322
0.41000000000000003,0.033070534443855285,0.20431687259674072,0.6531440734863256,3.401607725079774e-59,1.4096875182401847e-57,0.06531508726277702
0.42,0.03514620274543761,0.21081678771972645,0.6464424133300763,7.448158965123299e-57,3.0866512471707223e-55,0.06464005491350754
0.43,0.03728651528835295,0.21724572086334226,0.6389579772949237,1.4593474472568127e-54,6.047798710021332e-53,0.0638852389809104
0.44,0.03949072362899779,0.22359594726562493,0.6307113647460927,2.5586655743058553e-52,1.0603571060990665e-50,0.06305223534186255
0.45,0.041758003106117235,0.22985994815826413,0.6217231750488317,4.0143331025439847e-50,1.6636119523693575e-48,0.06214250962765466
0.46,0.04408745490074156,0.23603041076660156,0.6120140075683604,5.63583597527974e-48,2.3355919527771325e-46,0.0611573647615873
0.47000000000000003,0.04647810809612273,0.24210022830963135,0.6016044616699219,7.080245894191402e-46,2.934181442946619e-44,0.060097901637755045
0.48,0.048928921737670876,0.24806249999999996,0.5905151367187464,7.959456145994594e-44,3.298542009492164e-42,0.05896497184015934
0.49,0.05143878689289091,0.2539105310440063,0.5787666320800771,8.006883420427369e-42,3.3181967263776823e-40,0.05775912121907611
0.5,0.054006528711318946,0.2596378326416015,0.5663795471191406,7.2075667616458174e-40,2.986945503993015e-38,0.056480523080579985
0.51,0.056630908484458904,0.26523812198638913,0.5533744812011747,5.805757607973352e-38,2.4060105383539162e-36,0.055128899715030606
0.52,0.059310625705718975,0.270705322265625,0.5397720336914098,4.184794956924775e-36,1.7342544155449256e-34,0.05370343100250663
0.53,0.06204432013034819,0.27603356266021734,0.5255928039550728,2.6991966417899215e-34,1.1185957120078687e-32,0.05220264890042304
0.54,0.06483057383537291,0.2812171783447265,0.5108573913574173,1.5579012427215365e-32,6.456223392025366e-31,0.05062431675490975
0.55,0.06766791327953338,0.28625071048736567,0.4955863952636754,8.046191787939992e-31,3.334486821980532e-29,0.04896529259780073
0.56,0.07055481136322021,0.29112890625,0.47980041503906357,3.7186550492898593e-29,1.5410776407211436e-27,0.04722137591033777
0.5700000000000001,0.07348968948841095,0.29584671878814695,0.4635200500488281,1.537894223338817e-27,6.37331069961505e-26,0.04538713776748965
0.58,0.07647091961860654,0.30039930725097647,0.44676589965820845,5.691308072138395e-26,2.3585805889963254e-24,0.04345573483616165
0.59,0.07949682633876798,0.3047820367813111,0.42955856323242436,1.8847023904501808e-24,7.810546218561258e-23,0.0414187083969558
0.6,0.08256568891525266,0.30899047851562494,0.41191864013670454,5.584940178036688e-23,2.314499817556652e-21,0.03926577039901357
0.61,0.08567574335575101,0.3130204095840452,0.39386672973633097,1.4809463558692369e-21,6.137308478164367e-20,0.03698457954190396
0.62,0.088825184469223,0.31686781311035156,0.3754234313964897,3.514027750087076e-20,1.456276401750945e-18,0.034560511501715796
0.63,0.09201216792583464,0.320528878211975,0.356609344482413,7.461327513857383e-19,3.092108530985933e-17,0.031976428666221496
0.64,0.09523481231689451,0.32399999999999984,0.33744506835936505,1.4176599755176197e-17,5.875038317503253e-16,0.02921245609217479
0.65,0.09849120121479032,0.3272777795791623,0.3179512023924005,2.410311152522333e-16,9.988763612377329e-15,0.026245771811455248
0.66,0.10177938523292537,0.33035902404784784,0.298148345944778,3.6670699972373395e-15,1.519699865891301e-13,0.02305042104510707
0.67,0.1050973840856549,0.3332407464980579,0.2780570983584454,4.99241117990442e-14,2.0689451268426216e-12,0.019597165277294167
0.68,0.10844318864822028,0.33592016601501673,0.257698058753018,6.082001904853411e-13,2.5204911512787122e-11,0.015853378434269812
0.6900000000000001,0.11181476301666096,0.33839470767311824,0.23709182418910402,6.6302180917844346e-12,2.7476818147746827e-10,0.011783003624628823
0.7000000000000001,0.11521004656752055,0.34066200249879885,0.21625897478806522,6.467763543388558e-11,2.680357723443828e-09,0.007346585784176294
0.71,0.11862695601585892,0.34271988716887947,0.19521996705834255,5.645800287406199e-10,2.3397213432206436e-08,0.0025014043673161554
0.72,0.12206338746090314,0.34456640183996573,0.1739944586574289,4.410034089009693e-09,1.827597569365496e-07,-0.0027982129273246698
0.73,0.12551721835181312,0.3461997763420281,0.1525975445473442,3.082502511489758e-08,1.2774445693291185e-06,-0.008599976766602563
0.74,0.12898630899717783,0.34761835273091257,0.13102134724945458,1.9280131392961056e-07,7.990033763828708e-06,-0.01494995534814676
0.75,0.1324685017772675,0.3488202032870171,0.10915637503005726,1.0790997625908685e-06,4.4719838064943814e-05,-0.021876131689438534
0.76,0.13596161019486014,0.34980148023151375,0.08650004844265169,5.404534111246652e-06,0.00022397362936224643,-0.02931925261713441
0.77,0.13946336861729705,0.3505502042558702,0.06122832537860745,2.4221441456643367e-05,0.0010037801667567286,-0.036874501402291884
0.78,0.14297124987227183,0.3510260467390859,0.02769240464005307,9.713746501550465e-05,0.0040255515348301425,-0.042952571248448194
0.79,0.1464819003677106,0.35110405234867126,-0.029148651053986896,0.0003485929531475976,0.014446319937938448,-0.04244621635070569
0.8,0.149989635998044,0.35044307371800615,-0.1434079051481234,0.0011194262819937918,0.04639104167367382,-0.021276599944632463
0.81,0.15348303083786258,0.3482358942457088,-0.3795696555086927,0.0032167510561101078,0.13330795845890803,0.053963533405877825
0.8200000000000001,0.1569384687121303,0.3428516806078323,-0.8346999452415815,0.008271503596269488,0.34278600941460546,0.25082883057406125
0.8300000000000001,0.16031043659187386,0.33154189534087714,-1.6116423078177675,0.019032530356449414,0.7887423433983689,0.6832104666959171
0.84,0.16352124024083559,0.31061883445147714,-2.74618561609711,0.03918805031414766,1.6240233988393464,1.5039388760561512
0.85,0.16645742532818764,0.2766181830189351,-4.102153732874555,0.07220309936784465,2.9922265053275465,2.856606988158137
0.86,0.16898339504225224,0.22857575979398598,-5.302351631632803,0.11904278573824055,4.933347486086241,4.781219399824487
0.87,0.17097912959315356,0.17057115038627896,-5.793651983416773,0.17562865678077422,7.278367916551595,7.1087810862628755
0.88,0.1723954989457132,0.11270272012565044,-5.088292131061568,0.23186368612434952,9.608848835001693,9.420892392203397
0.89,0.1733030390851667,0.06880530776504751,-3.080170987056445,0.2739145799684122,11.351513626881186,11.144332969118084
0.9,0.17390256212591454,0.051099300384521484,-0.21625900268556464,0.289562702178955,12.0,11.772814521250313
0.91,0.17448045926639383,0.06448012771133621,2.6478589753376958,0.2739145799684122,11.351513626881186,11.103634885621164
0.92,0.17532314230440688,0.10405647989127545,4.656598100299856,0.23186368612434952,9.608848835001693,9.339698781240457
0.93,0.17663148515244992,0.15761208971733343,5.362987920916779,0.17562865678077422,7.278367916551595,6.987496761470199
0.9400000000000001,0.17847612679258465,0.2113162383096111,4.87312952469922,0.11904278573824055,4.933347486086241,4.620450770214361
0.9500000000000001,0.1808080813851893,0.2550746802113179,3.6747855688120694,0.07220309936784465,2.9922265053275465,2.6571609053906635
0.96,0.18350751453467512,0.2848119496858523,2.321083382210409,0.039188050314147946,1.6240233988393582,1.2668208111071824
0.97,0.186439056022382,0.30149634785552576,1.1892179914114838,0.019032530356449414,0.7887423433983689,0.4096217937346167
0.98,0.18948951930923005,0.30859630951408196,0.41536553362046824,0.008271503596269488,0.34278600941460546,-0.05783703207145857
0.99,0.19258151914944013,0.3098036585279351,-0.03626286402254131,0.0032167510561101078,0.13330795845890803,-0.28819932023279404
1.0,0.19566989270324797,0.30787105223363115,-0.26851073498859535,0.0011194262819937918,0.04639104167367382,-0.39517639025348006
1.01,0.19873141518355694,0.30443344382816323,-0.3784441223834971,0.0003485929531475976,0.014446319937938448,-0.44615185186877165
1.02,0.20175509325162758,0.3003021697859612,-0.43054732407364504,9.713746501550465e-05,0.0040255515348301425,-0.4743728281232813
1.03,0.20473571658729084,0.2958224973466903,-0.4589334035035968,2.4221441456643367e-05,0.0010037801667567286,-0.4937711511349003
1.04,0.20767044658260375,0.29112350171588924,-0.47864329795436156,5.404534111246652e-06,0.00022397362936224643,-0.5093224808139557
1.05,0.21055731224812121,0.28624963138760307,-0.4953258086238179,1.0790997625908685e-06,4.4719838064943814e-05,-0.5225022372105326
1.06,0.2133946453327763,0.2812169855434129,-0.5108049776205537,1.9280131392961056e-07,7.990033763828708e-06,-0.5336212343884201
1.07,0.21618089791966932,0.27603353183519197,-0.5255833843911084,3.082502511489758e-08,1.2774445693291185e-06,-0.5426666093186715
